"id","accession","synonyms","category","disease","origin","geo","encode","omics"
"BJ-RiPS-1.3","CVCL_C924","BJ_RiPS_1.3; BJ-RiPS1.3","Induced pluripotent stem cell","","","GSM579909",NA,"Transcriptome analysis by microarray"
"BJ1-iPS1","CVCL_C921","BJ1-IPS1","Induced pluripotent stem cell","","","GSM248215",NA,"Transcriptome analysis by microarray"
"CBiPS-E17C1","CVCL_B5QX","E17C1; PCBC03hsi2013090604; SC13-061","Induced pluripotent stem cell","","","GSM1084979|GSM1085017",NA,"Transcriptome analysis by RNAseq|SNP array analysis|DNA methylation analysis"
"CBiPS-E17C6","CVCL_B5QY","E17C6; PCBC03hsi2011080406; SC11-013","Induced pluripotent stem cell","","","GSM1084984|GSM1085022|GSM1589806|GSM1589818|GSM1589938|GSM1589950",NA,"Transcriptome analysis by RNAseq|SNP array analysis|DNA methylation analysis"
"CBiPS-E20C2","CVCL_B5QZ","E20C2; PCBC03hsi2013090602 SC13-059","Induced pluripotent stem cell","","","GSM1084980|GSM1085018",NA,"Transcriptome analysis by RNAseq|SNP array analysis|DNA methylation analysis"
"CBiPS-E5C3","CVCL_B5R1","E5C3; PCBC03hsi2011080404; SC11-011","Induced pluripotent stem cell","","","GSM1084822|GSM1084915|GSM1084982|GSM1085020|GSM1589804|GSM1589816|GSM1589936|GSM1589948",NA,"Transcriptome analysis by RNAseq|SNP array analysis|DNA methylation analysis"
"CBiPSC19.11","CVCL_RM95","CBiPS-19.11; CB19.11; Cord Blood iPSC clone 19.11; PCBC03hsi2011080402; SC11-009","Induced pluripotent stem cell","","CVCL_RM92 ! CBiPSC6.2|CVCL_RM93 ! CBiPSC6.11|CVCL_RM94 ! CBiPSC6.13","GSM861001|GSM1084905|GSM1084990|GSM1085028",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"CBiPSC6.11","CVCL_RM93","CBiPS-6.11; Cord Blood iPSC clone 6.11","Induced pluripotent stem cell","","CVCL_RM92 ! CBiPSC6.2|CVCL_RM94 ! CBiPSC6.13|CVCL_RM95 ! CBiPSC19.11","GSM860999|GSM1084837|GSM1084906",NA,"Transcriptome analysis by microarray"
"CBiPSC6.13","CVCL_RM94","CBiPS-6.13; CB6.13; CBiPS-6.13-PCBC; Cord Blood iPSC clone 6.13; PCBC03hsi2011080403; SC11-010","Induced pluripotent stem cell","","CVCL_RM92 ! CBiPSC6.2|CVCL_RM93 ! CBiPSC6.11|CVCL_RM95 ! CBiPSC19.11","GSM861000|GSM1084838|GSM1084907|GSM1084989|GSM1085027",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"CBiPSC6.2","CVCL_RM92","CBiPS-6.2; CB6.2; Cord Blood iPSC clone 6.2; CCRIi001-A; TMOi001-A; Gibco Human Episomal iPSC; A18945; PCBC03hsi2011080401; SC11-008","Induced pluripotent stem cell","","CVCL_RM93 ! CBiPSC6.11|CVCL_RM94 ! CBiPSC6.13|CVCL_RM95 ! CBiPSC19.11","GSM860998|GSM1084836|GSM1084908|GSM1084909|GSM1084988|GSM1085026|GSM1589803|GSM1589815|GSM1589935|GSM1589947",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"CF-RiPS-1.2","CVCL_C194","CF_RiPS_1.2; CF-RiPS1.2","Induced pluripotent stem cell","NCIt; C2975; Cystic fibrosis|ORDO; Orphanet_586; Cystic fibrosis","CVCL_C195 ! CF-RiPS-1.3|CVCL_C196 ! CF-RiPS-1.4","GSM579910",NA,"Transcriptome analysis by microarray"
"CF-RiPS-1.3","CVCL_C195","CF_RiPS_1.3; CF-RiPS1.3","Induced pluripotent stem cell","NCIt; C2975; Cystic fibrosis|ORDO; Orphanet_586; Cystic fibrosis","CVCL_C194 ! CF-RiPS-1.2|CVCL_C196 ! CF-RiPS-1.4","GSM579911",NA,"Transcriptome analysis by microarray"
"CF-RiPS-1.4","CVCL_C196","CF_RiPS_1.4; CF-RiPS1.4","Induced pluripotent stem cell","NCIt; C2975; Cystic fibrosis|ORDO; Orphanet_586; Cystic fibrosis","CVCL_C194 ! CF-RiPS-1.2|CVCL_C195 ! CF-RiPS-1.3","GSM579912",NA,"Transcriptome analysis by microarray"
"CHOPWT1.1","CVCL_DR05","CHOP_WT1.1; WT1.1; PCBC01hsi2011070101; SC11-002","Induced pluripotent stem cell","","","GSM1195654|GSM1195655|GSM1195656",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CNV analysis|DNA methylation analysis"
"CHOPWT1.2","CVCL_DR06","CHOP_WT1.2; WT1.2; PCBC01hsi2011070102; SC11-003","Induced pluripotent stem cell","","","GSM1195657|GSM1195658|GSM1195659",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CNV analysis|DNA methylation analysis"
"CHOPWT1.3","CVCL_DR07","CHOP_WT1.3; WT1.3; PCBC01hsi2011070103; SC11-004","Induced pluripotent stem cell","","","GSM1195660|GSM1195661|GSM1195662",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CNV analysis|DNA methylation analysis"
"CHOPWT2.1","CVCL_DR08","CHOP_WT2.1; WT2.1; PCBC01hsi2011070104; SC11-005","Induced pluripotent stem cell","","","GSM1195663|GSM1195664|GSM1195665",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CNV analysis|DNA methylation analysis"
"CHOPWT2.2","CVCL_DR09","CHOP_WT2.2; WT2.2; PCBC01hsi2011070105; SC11-006","Induced pluripotent stem cell","","","GSM1195666|GSM1195667|GSM1195668",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CNV analysis|DNA methylation analysis"
"CHOPWT2.3","CVCL_DR10","CHOP_WT2.3; WT2.3; PCBC01hsi2011070106; SC11-007","Induced pluripotent stem cell","","","GSM1195669|GSM1195670|GSM1195671",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CNV analysis|DNA methylation analysis"
"ciPS5","CVCL_A4IE","","Induced pluripotent stem cell","","","GSM748376|GSM748377|GSM748378",NA,"Transcriptome analysis by microarray"
"CiRA-PD22","CVCL_DQ42","Cira22","Induced pluripotent stem cell","NCIt; C26845; Parkinson's disease","CVCL_DQ43 ! CiRA-PD23|CVCL_DQ44 ! CiRA-PD24|CVCL_DQ45 ! CiRA-PD25|CVCL_DR16 ! CiRA-PD82|CVCL_DR17 ! CiRA-PD83","GSM936056|GSM1489203|GSM1489226|GSM1489438",NA,NA
"CiRA-PD23","CVCL_DQ43","Cira23","Induced pluripotent stem cell","NCIt; C26845; Parkinson's disease","CVCL_DQ42 ! CiRA-PD22|CVCL_DQ44 ! CiRA-PD24|CVCL_DQ45 ! CiRA-PD25|CVCL_DR16 ! CiRA-PD82|CVCL_DR17 ! CiRA-PD83","GSM936057|GSM1489204|GSM1489227|GSM1489439",NA,NA
"CiRA-PD24","CVCL_DQ44","Cira24; PD01 #24","Induced pluripotent stem cell","NCIt; C26845; Parkinson's disease","CVCL_DQ42 ! CiRA-PD22|CVCL_DQ43 ! CiRA-PD23|CVCL_DQ45 ! CiRA-PD25|CVCL_DR16 ! CiRA-PD82|CVCL_DR17 ! CiRA-PD83","GSM936058|GSM1489205|GSM1489237|GSM1489440",NA,NA
"CiRA-PD25","CVCL_DQ45","Cira25; PD01-25","Induced pluripotent stem cell","NCIt; C26845; Parkinson's disease","CVCL_DQ42 ! CiRA-PD22|CVCL_DQ43 ! CiRA-PD23|CVCL_DQ44 ! CiRA-PD24|CVCL_DR16 ! CiRA-PD82|CVCL_DR17 ! CiRA-PD83","GSM701543|GSM936059|GSM1489291",NA,NA
"CiRA-PD26","CVCL_DQ46","Cira26; PD01-26; PD01 #26","Induced pluripotent stem cell","NCIt; C26845; Parkinson's disease","CVCL_DQ47 ! CiRA-PD27|CVCL_DQ48 ! CiRA-PD28|CVCL_DQ49 ! CiRA-PD29","GSM936060|GSM1489292",NA,NA
"CiRA-PD27","CVCL_DQ47","Cira27","Induced pluripotent stem cell","NCIt; C26845; Parkinson's disease","CVCL_DQ46 ! CiRA-PD26|CVCL_DQ48 ! CiRA-PD28|CVCL_DQ49 ! CiRA-PD29","GSM936061|GSM1489200|GSM1489435",NA,NA
"CiRA-PD28","CVCL_DQ48","Cira28","Induced pluripotent stem cell","NCIt; C26845; Parkinson's disease","CVCL_DQ46 ! CiRA-PD26|CVCL_DQ47 ! CiRA-PD27|CVCL_DQ49 ! CiRA-PD29","GSM936062|GSM1489293",NA,NA
"CiRA-PD29","CVCL_DQ49","Cira29","Induced pluripotent stem cell","NCIt; C26845; Parkinson's disease","CVCL_DQ46 ! CiRA-PD26|CVCL_DQ47 ! CiRA-PD27|CVCL_DQ48 ! CiRA-PD28","GSM936063|GSM1489201|GSM1489436",NA,NA
"CiRA-PD82","CVCL_DR16","Cira82","Induced pluripotent stem cell","NCIt; C26845; Parkinson's disease","CVCL_DQ42 ! CiRA-PD22|CVCL_DQ43 ! CiRA-PD23|CVCL_DQ44 ! CiRA-PD24|CVCL_DQ45 ! CiRA-PD25|CVCL_DR17 ! CiRA-PD83","GSM1489202|GSM1489437|GSM1942575",NA,NA
"CiRA-PD83","CVCL_DR17","Cira83","Induced pluripotent stem cell","NCIt; C26845; Parkinson's disease","CVCL_DQ42 ! CiRA-PD22|CVCL_DQ43 ! CiRA-PD23|CVCL_DQ44 ! CiRA-PD24|CVCL_DQ45 ! CiRA-PD25|CVCL_DR16 ! CiRA-PD82","GSM1489206|GSM1489441",NA,NA
"CMC-hiPSC-003","CVCL_WR10","KSCBi005-A","Induced pluripotent stem cell","","","GSM4972448",NA,"Transcriptome analysis by RNAseq|SNP array analysis|Deep exome analysis"
"CMC-hiPSC-005","CVCL_WR27","KSCBi0016-A; KSCBi021-A","Induced pluripotent stem cell","","","GSM4972449",NA,"Transcriptome analysis by RNAseq|SNP array analysis|Deep exome analysis"
"CMC-hiPSC-009","CVCL_WR31","KSCBi0017-A; KSCBi019-A","Induced pluripotent stem cell","","","GSM4972450",NA,"Transcriptome analysis by RNAseq|SNP array analysis|Deep exome analysis"
"CMC-hiPSC-011","CVCL_WR33","KSCBi0018-A; KSCBi018-A","Induced pluripotent stem cell","","","GSM4972451",NA,"Transcriptome analysis by RNAseq|SNP array analysis|Deep exome analysis"
"CMC-hiPSC-022","CVCL_A7LB","KSCBi0019-A; KSCBi020-A","Induced pluripotent stem cell","","","GSM4972457",NA,"Transcriptome analysis by RNAseq|SNP array analysis|Deep exome analysis"
"CMC-iPS-C1","CVCL_UG73","CMC-iPS-C1P20","Induced pluripotent stem cell","","CVCL_UG75 ! CMC-iPS-C9|CVCL_UG74 ! CMC-iPS-C28","GSM807106",NA,"Transcriptome analysis by microarray"
"CMC-iPS-C28","CVCL_UG74","CMC-iPS-C28P20","Induced pluripotent stem cell","","CVCL_UG73 ! CMC-iPS-C1|CVCL_UG75 ! CMC-iPS-C9","GSM807105",NA,"Transcriptome analysis by microarray"
"D551 iPSC","CVCL_VE97","","Induced pluripotent stem cell","","","GSM1658374",NA,"Transcriptome analysis by RNAseq"
"del-AR1034ZIMA clone 1.2","CVCL_A9PR","del-ARiPS cl 1.2; dARiPS_clone1.2","Induced pluripotent stem cell","","","GSM1342465|GSM1342466",NA,"Transcriptome analysis by microarray"
"del-AR1034ZIMA clone 1.4","CVCL_A9PS","del-ARiPS cl 1.4; dARiPS_clone1.4","Induced pluripotent stem cell","","","GSM1342467|GSM1342469",NA,"Transcriptome analysis by microarray"
"dH1cf16-iPS-5","CVCL_C963","dH1cf16-iPS5; DH1CF16-IPS5; dH1CF16_iPS5","Induced pluripotent stem cell","","","GSM248205|GSM248206|GSM579892|GSM579893|GSM579894|GSM579895",NA,"Transcriptome analysis by microarray"
"dH1cf32-iPS-2","CVCL_C964","dH1cf32-iPS2; DH1CF32-IPS2","Induced pluripotent stem cell","","","GSM248207|GSM248208",NA,"Transcriptome analysis by microarray"
"dH1f-iPS3-3","CVCL_C967","DH1F-IPS3-3","Induced pluripotent stem cell","","","GSM248203",NA,"Transcriptome analysis by microarray"
"dH1f-RiPS-1.2","CVCL_C700","dH1F_RiPS_1.2","Induced pluripotent stem cell","","","GSM579903",NA,"Transcriptome analysis by microarray"
"dH1f-RiPS-1.3","CVCL_C701","dH1F_RiPS_1.3","Induced pluripotent stem cell","","","GSM579904",NA,"Transcriptome analysis by microarray"
"dH1f-RiPS-1.6","CVCL_C703","dH1F_RiPS_1.6","Induced pluripotent stem cell","","","GSM579905",NA,"Transcriptome analysis by microarray"
"dH1f-RiPS-1.7","CVCL_C704","dH1F_RiPS_1.7","Induced pluripotent stem cell","","","GSM579906",NA,"Transcriptome analysis by microarray"
"DS1-iPS","CVCL_ZA02","DS-iPS clone 18; C18","Induced pluripotent stem cell","NCIt; C2993; Down syndrome|ORDO; Orphanet_870; Down syndrome","","GSM1053970|GSM1053971|GSM1053972|GSM1053994|GSM1053995|GSM1053996",NA,"Transcriptome analysis by microarray"
"DS2-iPS","CVCL_ZA03","DS-iPS clone 11; C11","Induced pluripotent stem cell","NCIt; C2993; Down syndrome|ORDO; Orphanet_870; Down syndrome","","GSM1053964|GSM1053965|GSM1053966|GSM1053991|GSM1053992|GSM1053993",NA,"Transcriptome analysis by microarray"
"Edom-iPS-1","CVCL_L431","Edom-iPS-1(#k-1)","Induced pluripotent stem cell","","","GSM607987",NA,"DNA methylation analysis"
"Edom-iPS-2","CVCL_L432","Edom-iPS-1(#k-2)","Induced pluripotent stem cell","","","GSM607988|GSM607989|GSM607990|GSM608017|GSM608018|GSM608019",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"Edom-iPS-3","CVCL_L433","Edom-iPS-1(#k-3)","Induced pluripotent stem cell","","","GSM607991|GSM608020",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"eKA3","CVCL_RH45","iPS_eKA3; DF(KA)-derived iPSC, clone #3","Induced pluripotent stem cell","","","GSM2038541|GSM2185130",NA,"Transcriptome analysis by microarray"
"eKA4","CVCL_RH46","iPS_eKA4","Induced pluripotent stem cell","","","GSM2038542",NA,"Transcriptome analysis by microarray"
"EPFLi001-A","CVCL_VD34","hiPS43; ips43; iPS clone 43","Induced pluripotent stem cell","","CVCL_VD35 ! EPFLi002-A|CVCL_VD36 ! EPFLi003-A|CVCL_VD37 ! EPFLi004-A|CVCL_VD38 ! EPFLi005-A|CVCL_VD39 ! EPFLi006-A","GSM1395305",NA,"Transcriptome analysis by RNAseq"
"EPFLi002-A","CVCL_VD35","hiPS9; ips9; iPS clone 9","Induced pluripotent stem cell","","CVCL_VD34 ! EPFLi001-A|CVCL_VD36 ! EPFLi003-A|CVCL_VD37 ! EPFLi004-A|CVCL_VD38 ! EPFLi005-A|CVCL_VD39 ! EPFLi006-A","GSM1395303",NA,"Transcriptome analysis by RNAseq"
"EPFLi003-A","CVCL_VD36","hiPS6; ips6; iPS clone 6","Induced pluripotent stem cell","","CVCL_VD34 ! EPFLi001-A|CVCL_VD35 ! EPFLi002-A|CVCL_VD37 ! EPFLi004-A|CVCL_VD38 ! EPFLi005-A|CVCL_VD39 ! EPFLi006-A","GSM1395302",NA,"Transcriptome analysis by RNAseq"
"EPFLi004-A","CVCL_VD37","hiPS2; ips2; iPS clone 2","Induced pluripotent stem cell","","CVCL_VD34 ! EPFLi001-A|CVCL_VD35 ! EPFLi002-A|CVCL_VD36 ! EPFLi003-A|CVCL_VD38 ! EPFLi005-A|CVCL_VD39 ! EPFLi006-A","GSM1395301",NA,"Transcriptome analysis by RNAseq"
"EPFLi005-A","CVCL_VD38","hiPS45; ips45; iPS clone 45","Induced pluripotent stem cell","","CVCL_VD34 ! EPFLi001-A|CVCL_VD35 ! EPFLi002-A|CVCL_VD36 ! EPFLi003-A|CVCL_VD37 ! EPFLi004-A|CVCL_VD39 ! EPFLi006-A","GSM1395306",NA,"Transcriptome analysis by RNAseq"
"EPFLi006-A","CVCL_VD39","hiPS14; ips14; iPS clone 14","Induced pluripotent stem cell","","CVCL_VD34 ! EPFLi001-A|CVCL_VD35 ! EPFLi002-A|CVCL_VD36 ! EPFLi003-A|CVCL_VD37 ! EPFLi004-A|CVCL_VD38 ! EPFLi005-A","GSM1395304",NA,"Transcriptome analysis by RNAseq"
"eTKA4","CVCL_RH47","TiPS_eTKA4","Induced pluripotent stem cell","","","GSM2038547",NA,"Transcriptome analysis by microarray"
"eTKA5","CVCL_RH48","TiPS_eTKA5","Induced pluripotent stem cell","","","GSM2038548",NA,"Transcriptome analysis by microarray"
"euDS-iPS","CVCL_ZA04","DS-iPS clone 87; C87","Induced pluripotent stem cell","NCIt; C2993; Down syndrome|ORDO; Orphanet_870; Down syndrome","","GSM1053973|GSM1053974|GSM1053975",NA,"Transcriptome analysis by microarray"
"FHS001i-sh10950A","CVCL_YY32","iPSC - 10950A","Induced pluripotent stem cell","","CVCL_YY33 ! FHS002i-sh10950C","GSM2411797",NA,"Transcriptome analysis by RNAseq"
"FHS002i-sh10950C","CVCL_YY33","iPSC - 10950C","Induced pluripotent stem cell","","CVCL_YY32 ! FHS001i-sh10950A","GSM2411798",NA,"Transcriptome analysis by RNAseq"
"FHS003i-sh12022B","CVCL_YY34","iPSC - 12022B","Induced pluripotent stem cell","","CVCL_YY35 ! FHS004i-sh12022C","GSM2411799",NA,"Transcriptome analysis by RNAseq"
"FHS004i-sh12022C","CVCL_YY35","iPSC - 12022C","Induced pluripotent stem cell","","CVCL_YY34 ! FHS003i-sh12022B","GSM2411800",NA,"Transcriptome analysis by RNAseq"
"FHS005i-sh1236B","CVCL_YY36","iPSC - 1236B","Induced pluripotent stem cell","","CVCL_YY37 ! FHS006i-sh1236C","GSM2411801",NA,"Transcriptome analysis by RNAseq"
"FHS006i-sh1236C","CVCL_YY37","iPSC - 1236C","Induced pluripotent stem cell","","CVCL_YY36 ! FHS005i-sh1236B","GSM2411802",NA,"Transcriptome analysis by RNAseq"
"FHS007i-sh12569A","CVCL_YY38","iPSC - 12569A","Induced pluripotent stem cell","","CVCL_YY39 ! FHS008i-sh12569B","GSM2411763",NA,"Transcriptome analysis by RNAseq"
"FHS008i-sh12569B","CVCL_YY39","iPSC - 12569B","Induced pluripotent stem cell","","CVCL_YY38 ! FHS007i-sh12569A","GSM2411764",NA,"Transcriptome analysis by RNAseq"
"FHS009i-sh12888A","CVCL_YY40","iPSC - 12888A","Induced pluripotent stem cell","","CVCL_YY41 ! FHS010i-sh12888B","GSM2411803",NA,"Transcriptome analysis by RNAseq"
"FHS010i-sh12888B","CVCL_YY41","iPSC - 12888B","Induced pluripotent stem cell","","CVCL_YY40 ! FHS009i-sh12888A","GSM2411804",NA,"Transcriptome analysis by RNAseq"
"FHS011i-sh1293A","CVCL_YY42","iPSC - 1293A","Induced pluripotent stem cell","","CVCL_YY43 ! FHS012i-sh1293B","GSM2411765",NA,"Transcriptome analysis by RNAseq"
"FHS012i-sh1293B","CVCL_YY43","iPSC - 1293B","Induced pluripotent stem cell","","CVCL_YY42 ! FHS011i-sh1293A","GSM2411766",NA,"Transcriptome analysis by RNAseq"
"FHS013i-sh1296C","CVCL_YY44","iPSC - 1296C","Induced pluripotent stem cell","","CVCL_YY45 ! FHS014i-sh1296E","GSM2411805",NA,"Transcriptome analysis by RNAseq"
"FHS014i-sh1296E","CVCL_YY45","iPSC - 1296E","Induced pluripotent stem cell","","CVCL_YY44 ! FHS013i-sh1296C","GSM2411806",NA,"Transcriptome analysis by RNAseq"
"FHS015i-sh13352A","CVCL_YY46","iPSC - 13352A","Induced pluripotent stem cell","","CVCL_YY47 ! FHS016i-sh13352E","GSM2411807",NA,"Transcriptome analysis by RNAseq"
"FHS016i-sh13352E","CVCL_YY47","iPSC - 13352E","Induced pluripotent stem cell","","CVCL_YY46 ! FHS015i-sh13352A","GSM2411808",NA,"Transcriptome analysis by RNAseq"
"FHS017i-sh14157A","CVCL_YY48","iPSC - 14157A","Induced pluripotent stem cell","","CVCL_YY49 ! FHS018i-sh14157C","GSM2411809",NA,"Transcriptome analysis by RNAseq"
"FHS018i-sh14157C","CVCL_YY49","iPSC - 14157C","Induced pluripotent stem cell","","CVCL_YY48 ! FHS017i-sh14157A","GSM2411810",NA,"Transcriptome analysis by RNAseq"
"FHS019i-sh1441F","CVCL_YY50","iPSC - 1441F","Induced pluripotent stem cell","","CVCL_YY51 ! FHS020i-sh1441G","GSM2411767",NA,"Transcriptome analysis by RNAseq"
"FHS020i-sh1441G","CVCL_YY51","iPSC - 1441G","Induced pluripotent stem cell","","CVCL_YY50 ! FHS019i-sh1441F","GSM2411768",NA,"Transcriptome analysis by RNAseq"
"FHS021i-sh14685A","CVCL_YY52","iPSC - 14685A","Induced pluripotent stem cell","","CVCL_YY53 ! FHS022i-sh14685B","GSM2411811",NA,"Transcriptome analysis by RNAseq"
"FHS022i-sh14685B","CVCL_YY53","iPSC - 14685B","Induced pluripotent stem cell","","CVCL_YY52 ! FHS021i-sh14685A","GSM2411812",NA,"Transcriptome analysis by RNAseq"
"FHS023i-sh16126C","CVCL_YY54","iPSC - 16126C","Induced pluripotent stem cell","","CVCL_YY55 ! FHS024i-sh16126E","GSM2411813",NA,"Transcriptome analysis by RNAseq"
"FHS024i-sh16126E","CVCL_YY55","iPSC - 16126E","Induced pluripotent stem cell","","CVCL_YY54 ! FHS023i-sh16126C","GSM2411814",NA,"Transcriptome analysis by RNAseq"
"FHS025i-sh1649A","CVCL_YY56","iPSC - 1649A","Induced pluripotent stem cell","","CVCL_YY57 ! FHS026i-sh1649B","GSM2411769",NA,"Transcriptome analysis by RNAseq"
"FHS026i-sh1649B","CVCL_YY57","iPSC - 1649B","Induced pluripotent stem cell","","CVCL_YY56 ! FHS025i-sh1649A","GSM2411770",NA,"Transcriptome analysis by RNAseq"
"FHS027i-sh1660E","CVCL_YY58","iPSC - 1660E","Induced pluripotent stem cell","","CVCL_YY59 ! FHS028i-sh1660F","GSM2411771",NA,"Transcriptome analysis by RNAseq"
"FHS028i-sh1660F","CVCL_YY59","iPSC - 1660F","Induced pluripotent stem cell","","CVCL_YY58 ! FHS027i-sh1660E","GSM2411772",NA,"Transcriptome analysis by RNAseq"
"FHS029i-sh1673B","CVCL_YY60","iPSC - 1673B","Induced pluripotent stem cell","","CVCL_YY61 ! FHS030i-sh1673F","GSM2411773",NA,"Transcriptome analysis by RNAseq"
"FHS030i-sh1673F","CVCL_YY61","iPSC - 1673F","Induced pluripotent stem cell","","CVCL_YY60 ! FHS029i-sh1673B","GSM2411774",NA,"Transcriptome analysis by RNAseq"
"FHS031i-sh16939A","CVCL_YY62","iPSC - 16939A","Induced pluripotent stem cell","","CVCL_YY63 ! FHS032i-sh16939B","GSM2411815",NA,"Transcriptome analysis by RNAseq"
"FHS032i-sh16939B","CVCL_YY63","iPSC - 16939B","Induced pluripotent stem cell","","CVCL_YY62 ! FHS031i-sh16939A","GSM2411816",NA,"Transcriptome analysis by RNAseq"
"FHS033i-sh18719B","CVCL_YY64","iPSC - 18719B","Induced pluripotent stem cell","","CVCL_YY65 ! FHS034i-sh18719D","GSM2411775",NA,"Transcriptome analysis by RNAseq"
"FHS034i-sh18719D","CVCL_YY65","iPSC - 18719D","Induced pluripotent stem cell","","CVCL_YY64 ! FHS033i-sh18719B","GSM2411776",NA,"Transcriptome analysis by RNAseq"
"FHS035i-sh18961A","CVCL_YY66","iPSC - 18961A","Induced pluripotent stem cell","","CVCL_YY67 ! FHS036i-sh18961C","GSM2411777",NA,"Transcriptome analysis by RNAseq"
"FHS036i-sh18961C","CVCL_YY67","iPSC - 18961C","Induced pluripotent stem cell","","CVCL_YY66 ! FHS035i-sh18961A","GSM2411778",NA,"Transcriptome analysis by RNAseq"
"FHS037i-sh1998E","CVCL_YY68","iPSC - 1998E","Induced pluripotent stem cell","","CVCL_YY69 ! FHS038i-sh1998G","GSM2411817",NA,"Transcriptome analysis by RNAseq"
"FHS038i-sh1998G","CVCL_YY69","iPSC - 1998G","Induced pluripotent stem cell","","CVCL_YY68 ! FHS037i-sh1998E","GSM2411818",NA,"Transcriptome analysis by RNAseq"
"FHS039i-sh2098A","CVCL_YY70","iPSC - 2098A","Induced pluripotent stem cell","","CVCL_YY71 ! FHS040i-sh2098B","GSM2411779",NA,"Transcriptome analysis by RNAseq"
"FHS040i-sh2098B","CVCL_YY71","iPSC - 2098B","Induced pluripotent stem cell","","CVCL_YY70 ! FHS039i-sh2098A","GSM2411780",NA,"Transcriptome analysis by RNAseq"
"FHS041i-sh22512A","CVCL_YY72","iPSC - 22512A","Induced pluripotent stem cell","","CVCL_YY73 ! FHS042i-sh22512D","GSM2411819",NA,"Transcriptome analysis by RNAseq"
"FHS042i-sh22512D","CVCL_YY73","iPSC - 22512D","Induced pluripotent stem cell","","CVCL_YY72 ! FHS041i-sh22512A","GSM2411820",NA,"Transcriptome analysis by RNAseq"
"FHS043i-sh24472D","CVCL_YY74","iPSC - 24472D","Induced pluripotent stem cell","","CVCL_YY75 ! FHS044i-sh24472K","GSM2411821",NA,"Transcriptome analysis by RNAseq"
"FHS044i-sh24472K","CVCL_YY75","iPSC - 24472K","Induced pluripotent stem cell","","CVCL_YY74 ! FHS043i-sh24472D","GSM2411822",NA,"Transcriptome analysis by RNAseq"
"FHS045i-sh25642B","CVCL_YY76","iPSC - 25642B","Induced pluripotent stem cell","","CVCL_YY77 ! FHS046i-sh25642C","GSM2411823",NA,"Transcriptome analysis by RNAseq"
"FHS046i-sh25642C","CVCL_YY77","iPSC - 25642C","Induced pluripotent stem cell","","CVCL_YY76 ! FHS045i-sh25642B","GSM2411824",NA,"Transcriptome analysis by RNAseq"
"FHS047i-sh25727B","CVCL_YY78","iPSC - 25727B","Induced pluripotent stem cell","","CVCL_YY79 ! FHS048i-sh25727G","GSM2411825",NA,"Transcriptome analysis by RNAseq"
"FHS048i-sh25727G","CVCL_YY79","iPSC - 25727G","Induced pluripotent stem cell","","CVCL_YY78 ! FHS047i-sh25727B","GSM2411826",NA,"Transcriptome analysis by RNAseq"
"FHS049i-sh2633B","CVCL_YY80","iPSC - 2633B","Induced pluripotent stem cell","","CVCL_YY81 ! FHS050i-sh2633D","GSM2411827",NA,"Transcriptome analysis by RNAseq"
"FHS050i-sh2633D","CVCL_YY81","iPSC - 2633D","Induced pluripotent stem cell","","CVCL_YY80 ! FHS049i-sh2633B","GSM2411828",NA,"Transcriptome analysis by RNAseq"
"FHS051i-sh2945A","CVCL_YY82","iPSC - 2945A","Induced pluripotent stem cell","","CVCL_YY83 ! FHS052i-sh2945B","GSM2411781",NA,"Transcriptome analysis by RNAseq"
"FHS052i-sh2945B","CVCL_YY83","iPSC - 2945B","Induced pluripotent stem cell","","CVCL_YY82 ! FHS051i-sh2945A","GSM2411782",NA,"Transcriptome analysis by RNAseq"
"FHS053i-sh3726A","CVCL_YY84","iPSC - 3726A","Induced pluripotent stem cell","","CVCL_YY85 ! FHS054i-sh3726B","GSM2411783",NA,"Transcriptome analysis by RNAseq"
"FHS054i-sh3726B","CVCL_YY85","iPSC - 3726B","Induced pluripotent stem cell","","CVCL_YY84 ! FHS053i-sh3726A","GSM2411784",NA,"Transcriptome analysis by RNAseq"
"FHS055i-sh4064A","CVCL_YY86","iPSC - 4064A","Induced pluripotent stem cell","","CVCL_YY87 ! FHS056i-sh4064B","GSM2411785",NA,"Transcriptome analysis by RNAseq"
"FHS056i-sh4064B","CVCL_YY87","iPSC - 4064B","Induced pluripotent stem cell","","CVCL_YY86 ! FHS055i-sh4064A","GSM2411786",NA,"Transcriptome analysis by RNAseq"
