"id","accession","synonyms","category","disease","origin","geo","encode","omics"
"CCD-13Lu","CVCL_2377","CCD 13Lu; CCD-13 Lu; CCD13Lu","Finite cell line","","","GSM426285",NA,"Transcriptome analysis by microarray"
"CCD-14Br","CVCL_2870","CCD-14BR; CCD-14 Br","Finite cell line","","CVCL_U329 ! CCD-14Sk","GSM784279",NA,NA
"CCD-16Lu","CVCL_2378","CCD 16Lu; CCD-16 Lu; CCD16Lu","Finite cell line","","","GSM426286",NA,"Transcriptome analysis by microarray"
"CCD-18Co","CVCL_2379","CCD18Co; CCD18","Finite cell line","","CVCL_2380 ! CCD-18Lu","GSM987744|GSM987745|GSM987746",NA,"Transcriptome analysis by microarray|Deep proteome analysis|miRNA expression profiling"
"CCD-19Lu","CVCL_2382","CCD 19Lu; CCD-19LU; CCD19-Lu; CCD19Lu","Finite cell line","","CVCL_U306 ! CCD-19Sk","GSM426287",NA,"Transcriptome analysis by microarray"
"CCD-25Lu","CVCL_2383","CCD 25Lu; CCD25Lu","Finite cell line","","CVCL_2384 ! CCD-25Sk","GSM426288",NA,"Transcriptome analysis by microarray"
"CCD-29Lu","CVCL_2386","CCD29Lu","Finite cell line","","","GSM426289",NA,"Transcriptome analysis by microarray"
"CCD-33Lu","CVCL_2390","CCD33Lu","Finite cell line","","CVCL_2389 ! CCD-33Co|CVCL_U328 ! CCD-33Sk","GSM426290",NA,"Transcriptome analysis by microarray"
"CCD-8Lu","CVCL_2398","CCD 8Lu; CCD8Lu","Finite cell line","","","GSM426283",NA,"Transcriptome analysis by microarray"
"CM05287","CVCL_B4ZP","","Finite cell line","NCIt; C2993; Down syndrome|ORDO; Orphanet_870; Down syndrome","","GSE135500",NA,"Transcriptome analysis by single cell RNAseq"
"CS1AN","CVCL_L471","Cockayne Syndrome 1 ANn Arbor; UM106; UM 106; GM00739; GM-739; GM 739; GM739; GM00739A","Finite cell line","NCIt; C135726; Cockayne syndrome type B|ORDO; Orphanet_191; Cockayne syndrome","","GSM3738754|GSM3738755",NA,"Transcriptome analysis by RNAseq"
"Detroit 532","CVCL_2430","Detroit-532; Detroit532; Det 532; DS-Fibr","Finite cell line","NCIt; C2993; Down syndrome|ORDO; Orphanet_870; Down syndrome","","GSM1053958|GSM1053959|GSM1053960|GSM1053982|GSM1053983|GSM1053984",NA,"Transcriptome analysis by microarray"
"Detroit 551","CVCL_2434","Detroit-551; Detroit551; D551","Finite cell line","","","GSM1658371|GSM1658373|GSM1658375|GSM1658397|GSM2061359",NA,"Transcriptome analysis by RNAseq"
"DP028","CVCL_RM96","DP28; Dental Pulp cells 28","Finite cell line","","","GSM265496|GSM265497",NA,"Transcriptome analysis by microarray"
"DP031","CVCL_DP75","DP31; Dental Pulp cells 31","Finite cell line","","","GSM265498|GSM265499",NA,"Transcriptome analysis by microarray"
"DP074","CVCL_DP68","DP74; Dental Pulp cells 74","Finite cell line","","","GSM1040300|GSM1040370|GSM1493717",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"EEC16","CVCL_YZ61","iEEC16","Finite cell line","NCIt; C3014; Endometriosis","","GSM1663008|GSM1663009|GSM1663010|GSM1663011|GSM1663012|GSM1663013|GSM1663014|GSM1663015",NA,"Transcriptome analysis by RNAseq|H3K27ac ChIP-seq epigenome analysis|H3K4me1 ChIP-seq epigenome analysis"
"FHs 74 Int","CVCL_2899","FHs74Int; FHs74 Int; 74Int","Finite cell line","","","GSE11678",NA,NA
"FM95-14","CVCL_EQ50","Fetal Myoblast 95-14","Finite cell line","","","GSM86678|GSM86679|GSM86680|GSM86681|GSM86682|GSM86683|GSM86684|GSM86685|GSM86686|GSM86687|GSM86688|GSM86689|GSM86690|GSM86691|GSM86692|GSM86693|GSM86694|GSM86695|GSM86696|GSM86697|GSM86698|GSM86699|GSM86700|GSM86701|GSM86702|GSM86703|GSM86704|GSM86705|GSM86706|GSM86707|GSM86708|GSM86709|GSM86710|GSM86711|GSM86712|GSM86713|GSM86714|GSM86715|GSM86716|GSM86717|GSM86718|GSM86719|GSM86720|GSM86721|GSM86722|GSM86723|GSM86724|GSM86725|GSM86726|GSM86727|GSM86728|GSM86729|GSM86730|GSM86731|GSM86732|GSM86733|GSM86734|GSM86735|GSM86736|GSM86737",NA,"Transcriptome analysis by microarray"
"FTE02","CVCL_C3H4","FTSEC02","Finite cell line","","","GSM1240674|GSM1240675|GSM1240680|GSM1240681|GSM1240686|GSM1240687",NA,"Transcriptome analysis by microarray"
"FTE03","CVCL_C3H5","FTSEC03","Finite cell line","","","GSM1240676|GSM1240677|GSM1240682|GSM1240683|GSM1240688|GSM1240689",NA,"Transcriptome analysis by microarray"
"FTE283","CVCL_C3H7","FTSEC283","Finite cell line","","","GSM1240678|GSM1240679|GSM1240684|GSM1240685|GSM1240690|GSM1240691",NA,"Transcriptome analysis by microarray"
"GM00011","CVCL_7267","GM0011; GM-11; GM 11; GM11; GM00011A","Finite cell line","","","GSM909336|GSM909337",NA,"CNV analysis"
"GM00016","CVCL_0P11","GM0016; GM-16","Finite cell line","","","GSM1257721|GSM1266906|GSM1267001|GSM1288413",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM00022","CVCL_W228","GM0022; GM-22","Finite cell line","","","GSM1257722|GSM1266907|GSM1267002|GSM1288414",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM00031","CVCL_W030","GM-31","Finite cell line","","","GSM1257680|GSM1266949|GSM1267034|GSM1288415",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM00034","CVCL_V527","GM-34; GM00034B; GM 00034B","Finite cell line","NCIt; C61261; Hurler syndrome|ORDO; Orphanet_93473; Hurler syndrome","","GSM1266950",NA,"SNP array analysis"
"GM00038","CVCL_7271","GM0038; GM-38; GM 38; Gm 38; GM38; GM00038A; GM0038A; GM00038B; GM00038C","Finite cell line","","","GSM88289|GSM88307|GSM88290|GSM88308|GSM88291|GSM88309|GSM992926|GSM992927|GSM3124635",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray"
"GM00042","CVCL_D340","GM-42","Finite cell line","","","GSM1257679|GSM1266948|GSM1267033|GSM1288416",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM00043","CVCL_7273","GM0043; GM-43; GM43; GM00043A; GM00043B","Finite cell line","","","GSM3124654",NA,"Transcriptome analysis by RNAseq"
"GM00143","CVCL_X226","GM-143; GM-0143; GM 143; GM143","Finite cell line","NCIt; C36626; Trisomy 18|ORDO; Orphanet_3380; Trisomy 18","","GSM795",NA,"CNV analysis"
"GM00144","CVCL_V459","GM-144; GM-0144; GM 144","Finite cell line","NCIt; C2993; Down syndrome|ORDO; Orphanet_870; Down syndrome","","GSM426280",NA,"Transcriptome analysis by microarray"
"GM00242","CVCL_W229","GM0242","Finite cell line","","","GSM1266908",NA,"SNP array analysis"
"GM00289","CVCL_V761","GM-289","Finite cell line","","CVCL_V791 ! GM01023","GSM651110|GSM651111|GSM1257693|GSM1266951|GSM1267035|GSM1288417",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM00290","CVCL_V762","GM-290","Finite cell line","","CVCL_V794 ! GM01026","GSM651160|GSM651161|GSM1257694|GSM1266952|GSM1267036|GSM1288418",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM00292","CVCL_V764","GM-292","Finite cell line","NCIt; C61274; Fucosidosis|ORDO; Orphanet_349; Fucosidosis","CVCL_V793 ! GM01025","GSM651112|GSM651113|GSM1266953|GSM1267037",NA,"SNP array analysis"
"GM00316","CVCL_7278","GM-316; GM 316; GM316; GM00316A; GM0316A; GM00316B; GM0316B","Finite cell line","","","GSM88292|GSM88310|GSM88293|GSM88311|GSM88294|GSM88312|GSM3124640",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray"
"GM00321","CVCL_7279","GM0321; GM-321; GM321; DMPK CTG5; DMPK CTG(5)","Finite cell line","","","GSM520734|GSM520735|GSM520736|GSM520737|GSM520738|GSM608313|GSM608314",NA,"SNP array analysis"
"GM00323","CVCL_7280","GM0323; GM-323; GM 323; GM323; GM00323A","Finite cell line","","","GSM520733|GSM520734|GSM520735|GSM520736|GSM520737|GSM608315|GSM608316",NA,"SNP array analysis"
"GM00326","CVCL_D341","GM-326; GM-0326; GM-00326; GM 326; GM00326B","Finite cell line","NCIt; C185635; 49,XXXXY syndrome|ORDO; Orphanet_96264; 49,XXXXY syndrome","","GSM608317|GSM608318",NA,"SNP array analysis"
"GM00408","CVCL_U506","GM0408; GM-408; GM00408A; GM0408A; GM00408C","Finite cell line","","","GSM1316968|GSM1317003",NA,"Transcriptome analysis by microarray|miRNA expression profiling"
"GM00409","CVCL_7282","GM0409; GM-409; GM 409; GM00409A; GM 0409A; GM0409A; C3","Finite cell line","","","GSM3124632",NA,"Transcriptome analysis by RNAseq"
"GM00438","CVCL_V770","GM-438","Finite cell line","","","GSM1257723|GSM1267066|GSM1288419",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"GM00439","CVCL_V771","GM-439; GM0439","Finite cell line","","CVCL_V795 ! GM01029","GSM1257724|GSM1266990|GSM1267067|GSM1288420",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM00440","CVCL_V430","GM-440","Finite cell line","NCIt; C84723; Galactosemia|ORDO; Orphanet_352; Galactosemia","CVCL_V431 ! GM01028","GSM1266991",NA,"SNP array analysis"
"GM00495","CVCL_7289","GM0495; GM-495; GM 495; GM495; GM00495A; GM00104; GM0104","Finite cell line","","","GSM3124680",NA,"Transcriptome analysis by RNAseq"
"GM00497","CVCL_9W74","GM0497; GM-497; GM 497; GM497; GM0497B; GM00497C","Finite cell line","","","GSM1316969|GSM1317004",NA,"Transcriptome analysis by microarray|miRNA expression profiling"
"GM00498","CVCL_7290","GM0498; GM 00498; GM-498; GM 498; GM498; GM00498A; GM0498A; GM00498B; GM498B; GM00498E","Finite cell line","","","GSM3124628",NA,"Transcriptome analysis by RNAseq"
"GM00499","CVCL_7291","GM0499; GM-499; GM00499A; GM0499A; GM00499B","Finite cell line","","","GSM1317005|GSM3124633",NA,"Transcriptome analysis by RNAseq|miRNA expression profiling"
"GM00500","CVCL_7292","GM0500; GM 0500; GM-500; GM 500; GM00500B; GM0500B; GM 500B","Finite cell line","","","GSM3124637",NA,"Transcriptome analysis by RNAseq"
"GM00503","CVCL_X232","GM-503; GM 503","Finite cell line","NCIt; C36529; Trisomy 13|ORDO; Orphanet_3378; Trisomy 13","","GSE135500",NA,"Transcriptome analysis by single cell RNAseq"
"GM00519","CVCL_V775","GM-519; GM 519","Finite cell line","NCIt; C61264; Maroteaux-Lamy syndrome|ORDO; Orphanet_583; Mucopolysaccharidosis type 6","CVCL_V790 ! GM01022|CVCL_V821 ! GM05358","GSM651166|GSM651167|GSM1266911|GSM1267005",NA,"SNP array analysis"
"GM00520","CVCL_V776","GM-520","Finite cell line","","","GSM651162|GSM651163|GSM1257719|GSM1266909|GSM1267003|GSM1288421",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM00627","CVCL_M978","GM-627; GM17151","Finite cell line","","","GSM924661",NA,"DNA methylation analysis"
"GM00726","CVCL_M979","GM0726; GM-726; GM726; GM00726A; GM0726A; GM17081","Finite cell line","","","GSM3124683",NA,"Transcriptome analysis by RNAseq"
"GM00730","CVCL_L944","GM0730; GM-730; GM 730; GM730; GM00730A; GM0730A; GM00238; GM0238","Finite cell line","","","GSM1316970|GSM1317006",NA,"Transcriptome analysis by microarray|miRNA expression profiling"
"GM00811","CVCL_U702","GM-811; GM0811; GM811; GM 811; GM00811B","Finite cell line","NCIt; C2903; Bloom syndrome|ORDO; Orphanet_125; Bloom syndrome","CVCL_U705 ! GM02932","GSM1317007",NA,"miRNA expression profiling"
"GM00850","CVCL_7302","GM-850; GM 850; GM00850A","Finite cell line","NCIt; C84706; Familial dysautonomia|ORDO; Orphanet_1764; Familial dysautonomia","","GSM3592403|GSM3592409",NA,"Transcriptome analysis by RNAseq"
"GM00935","CVCL_V785","GM-935","Finite cell line","","","GSM651164|GSM651165|GSM1257720|GSM1266910|GSM1267004|GSM1288422",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM00939","CVCL_W223","GM-939","Finite cell line","NCIt; C84536; Acute intermittent porphyria|ORDO; Orphanet_79276; Acute intermittent porphyria","CVCL_W224 ! GM02135","GSM1266956",NA,"SNP array analysis"
"GM00940","CVCL_M925","GM-940","Finite cell line","","CVCL_M924 ! GM02134","GSM1257705|GSM1266955|GSM1267039|GSM1288423",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM00941","CVCL_4J16","GM-941","Finite cell line","","CVCL_4J46 ! GM02133","GSM1257706|GSM1266954|GSM1267038|GSM1288424",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM00967","CVCL_7310","GM0967; GM-967; GM967; GM00967C; GM0967C; GM00967D","Finite cell line","","CVCL_X802 ! AG16504|CVCL_1M95 ! AG20457|CVCL_1M96 ! AG22339|CVCL_7316 ! GM01310|CVCL_7531 ! GM13335|CVCL_7532 ! GM13336","GSM3124661",NA,"Transcriptome analysis by RNAseq"
"GM00969","CVCL_7311","GM0969; GM-969; GM 969; GM00969A; GM 969A; GM0969B; GM00969C; GM00969F; C4","Finite cell line","","","GSM1316971|GSM1317008|GSM3124626",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|miRNA expression profiling"
"GM01094","CVCL_0L98","GM-1094","Finite cell line","NCIt; C84897; Mucopolysaccharidosis type IIIA|ORDO; Orphanet_79269; Sanfilippo syndrome type A","CVCL_0M02 ! GM01739","GSM1266959",NA,"SNP array analysis"
"GM01095","CVCL_0L99","GM-1095","Finite cell line","","","GSM1257681|GSM1266958|GSM1267041|GSM1288425",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM01096","CVCL_0M00","GM-1096","Finite cell line","","","GSM1257682|GSM1266957|GSM1267040|GSM1288426",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM01251","CVCL_M985","GM-1251; GM17152","Finite cell line","","","GSM924662",NA,"DNA methylation analysis"
"GM01374","CVCL_2H13","GM1374; GM-1374","Finite cell line","NCIt; C84765; Homocystinuria|ORDO; Orphanet_394; Classic homocystinuria","","GSM1266962",NA,"SNP array analysis"
"GM01375","CVCL_2H14","GM1375; GM-1375","Finite cell line","","","GSM1257683|GSM1266961|GSM1267043|GSM1288427",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM01376","CVCL_2H15","GM1376; GM-1376","Finite cell line","","","GSM1257684|GSM1266960|GSM1267042|GSM1288428",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM01391","CVCL_1V13","GM-1391; GM 01391","Finite cell line","NCIt; C61261; Hurler syndrome|ORDO; Orphanet_93473; Hurler syndrome","","GSM651172|GSM651173|GSM1266965|GSM1267046",NA,"SNP array analysis"
"GM01392","CVCL_1V14","GM-1392","Finite cell line","","","GSM651148|GSM651149|GSM1257696|GSM1266964|GSM1267045|GSM1288429",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM01393","CVCL_1V15","GM-1393","Finite cell line","","","GSM651114|GSM651115|GSM1257695|GSM1266963|GSM1267044|GSM1288430",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM01492","CVCL_7320","GM-1492; GM 1492; GM1492; GM01492B; GM1492B; GM01492C; GM1492C; GM 1492c; GM01492E; BLM1492; HG1232","Finite cell line","NCIt; C2903; Bloom syndrome|ORDO; Orphanet_125; Bloom syndrome","","GSM1316972|GSM1317009",NA,"Transcriptome analysis by microarray|miRNA expression profiling"
"GM01516","CVCL_AM63","GM-1516","Finite cell line","","","GSM1266976|GSM1267055|GSM1288431",NA,"Transcriptome analysis by microarray|SNP array analysis"
"GM01524","CVCL_X249","GM-1524; GM 1524; GM1524","Finite cell line","NCIt; C116942; Developmental delay|NCIt; C84392; Mental retardation","","GSM796",NA,"CNV analysis"
"GM01535","CVCL_X250","GM-1535; GM 1535; GM1535","Finite cell line","","","GSM797",NA,"CNV analysis"
"GM01536","CVCL_M986","GM-1536; GM17153","Finite cell line","","","GSM924663",NA,"DNA methylation analysis"
"GM01582","CVCL_7323","GM1582; GM-1582; GM01582A; GM1582A; GM00240; GM0240; GM-240","Finite cell line","","","GSM3124639",NA,"Transcriptome analysis by RNAseq"
"GM01650","CVCL_7328","GM1650; GM-1650; GM 1650; GM01650A; GM1650A; C1650","Finite cell line","","","GSM1257671|GSM1266913|GSM1267007|GSM1288432|GSM3124658",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM01651","CVCL_7329","GM1651; GM-1651; GM01651A; GM1651A; GM 1651A; GM01651B","Finite cell line","","","GSM1316973|GSM1317010",NA,"Transcriptome analysis by microarray|miRNA expression profiling"
"GM01652","CVCL_7330","GM1652; GM-1652; GM 1652; GM1652A; GM01652B; GM01652C; GMO1652C","Finite cell line","","","GSM1266914|GSM3124638",NA,"Transcriptome analysis by RNAseq|SNP array analysis"
"GM01653","CVCL_7331","GM1653; GM-1653","Finite cell line","","","GSM1257672|GSM1266912|GSM1267006|GSM1288433|GSM3124659",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM01680","CVCL_7332","GM1680; GM-1680; GM 1680; GM01680A","Finite cell line","","","GSM3124666",NA,"Transcriptome analysis by RNAseq"
"GM01681","CVCL_7333","GM1681; GM-1681; GM01681A","Finite cell line","","","GSM3124691",NA,"Transcriptome analysis by RNAseq"
"GM01706","CVCL_7334","GM1706; GM-1706; GM 1706; GM01706A; GM1706A; GM00237; GM0237","Finite cell line","","","GSM3124688",NA,"Transcriptome analysis by RNAseq"
"GM01717","CVCL_7335","GM1717; GM-1717","Finite cell line","","","GSM3124660",NA,"Transcriptome analysis by RNAseq"
"GM01750","CVCL_X256","GM-1750; GM 1750","Finite cell line","","","GSM798",NA,"CNV analysis"
"GM01850","CVCL_M988","GM-1850; GM17101","Finite cell line","","","GSM596169|GSM924611",NA,"DNA methylation analysis"
"GM01877","CVCL_F076","GM-1877; GM1877","Finite cell line","","CVCL_F073 ! GM03356","GSM1288434",NA,"Transcriptome analysis by microarray"
"GM01878","CVCL_CY05","GM-1878; GM1878","Finite cell line","","CVCL_CY19 ! GM02714","GSM1288435",NA,"Transcriptome analysis by microarray"
"GM01948","CVCL_9W83","GM-1948","Finite cell line","","","GSM1316974|GSM1317011",NA,"Transcriptome analysis by microarray|miRNA expression profiling"
"GM01972","CVCL_F261","GM-1972; GM01972A; AG01972; AG-1972; AG 1972; AG1972; AG01972A; AG01972B","Finite cell line","NCIt; C34951; Progeria|ORDO; Orphanet_740; Hutchinson-Gilford progeria syndrome","","GSM603044|GSM603045",NA,NA
"GM02037","CVCL_7349","GM2037; GM-2037; GM 2037; GM02037A; GM2037A; GM 2037A; GM02037B; GM 2037B; GM02037C","Finite cell line","","","GSM3124641",NA,"Transcriptome analysis by RNAseq"
"GM02085","CVCL_U703","GM-2085","Finite cell line","NCIt; C2903; Bloom syndrome|ORDO; Orphanet_125; Bloom syndrome","CVCL_JD73 ! GM01620|CVCL_WX73 ! HG1947","GSM1316975|GSM1317012",NA,"Transcriptome analysis by microarray|miRNA expression profiling"
"GM02147","CVCL_H756","GM-2147; GM 2147; GM02147A","Finite cell line","NCIt; C82342; Huntington's disease|ORDO; Orphanet_399; Huntington disease","CVCL_H755 ! GM02146","GSM1257703|GSM1266966|GSM1267047|GSM1288436",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM02149","CVCL_H754","GM-2149; GM 2149; GM2149; GM02149A","Finite cell line","","CVCL_H753 ! GM02148","GSM1257704|GSM1266967|GSM1267048|GSM1288437",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM02151","CVCL_H758","GM-2151; GM 2151","Finite cell line","NCIt; C82342; Huntington's disease|ORDO; Orphanet_399; Huntington disease","CVCL_H757 ! GM02150","GSM1266968",NA,"SNP array analysis"
"GM02171","CVCL_1H55","GM-2171; GM 2171","Finite cell line","NCIt; C82342; Huntington's disease|ORDO; Orphanet_399; Huntington disease","CVCL_1H54 ! GM02170","GSM1266971",NA,"SNP array analysis"
"GM02173","CVCL_V041","GM-2173; GM 2173; GM02173A; GM02173B","Finite cell line","NCIt; C82342; Huntington's disease|ORDO; Orphanet_399; Huntington disease","CVCL_V040 ! GM02172","GSM1257685|GSM1266970|GSM1267050",NA,"SNP array analysis|DNA methylation analysis"
"GM02175","CVCL_F071","GM-2175; GM 2175","Finite cell line","","CVCL_F070 ! GM02174","GSM1257686|GSM1266969|GSM1267049",NA,"SNP array analysis|DNA methylation analysis"
"GM02185","CVCL_7354","GM2185; GM-2185; GM 2185; GM02185A; GM02185B","Finite cell line","","CVCL_D860 ! GM02184","GSM1317013",NA,"miRNA expression profiling"
"GM02205","CVCL_L968","GM-2205; GM 2205; GM01515","Finite cell line","","","GSM1266975|GSM1267054|GSM1288438",NA,"Transcriptome analysis by microarray|SNP array analysis|CNV analysis"
"GM02206","CVCL_L969","GM-2206 GM 2206; GM01514","Finite cell line","NCIt; C34568; Ehlers-Danlos syndrome|ORDO; Orphanet_98249; Ehlers-Danlos syndrome","","GSM1266977",NA,"SNP array analysis|CNV analysis"
"GM02314","CVCL_8A64","GM-2314","Finite cell line","NCIt; C84710; Farber lipogranulomatosis|ORDO; Orphanet_333; Farber disease","","GSM651168|GSM651169|GSM1266974|GSM1267053",NA,"SNP array analysis"
"GM02316","CVCL_8A66","GM-2316","Finite cell line","","","GSM651150|GSM651151|GSM1257697|GSM1266972|GSM1267051|GSM1288439|GSM1314047",NA,"Genome sequenced|Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM02317","CVCL_8A67","GM-2317","Finite cell line","","","GSM651116|GSM651117|GSM1257698|GSM1266973|GSM1267052|GSM1288440|GSM1314048",NA,"Genome sequenced|Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM02340","CVCL_L749","GM-2340; GM02340B","Finite cell line","NCIt; C34383; Sickle cell disease|ORDO; Orphanet_232; Sickle cell anemia","","GSM860991|GSM1084803",NA,"Transcriptome analysis by microarray"
"GM02341","CVCL_AA18","GM-2341; GM 2341","Finite cell line","NCIt; C84706; Familial dysautonomia|ORDO; Orphanet_1764; Familial dysautonomia","","GSM3592404|GSM3592410",NA,"Transcriptome analysis by RNAseq"
"GM02343","CVCL_AA20","GM-2343; GM 2343","Finite cell line","NCIt; C84706; Familial dysautonomia|ORDO; Orphanet_1764; Familial dysautonomia","","GSM3592406|GSM3592412",NA,"Transcriptome analysis by RNAseq"
"GM02455","CVCL_9W84","","Finite cell line","NCIt; C84902; Mucopolysaccharidosis type IVB|ORDO; Orphanet_309310; Mucopolysaccharidosis type 4B","","GSM651122|GSM651123|GSM1266980|GSM1267058",NA,"SNP array analysis"
"GM02456","CVCL_9W85","","Finite cell line","","","GSM651118|GSM651119|GSM1257699|GSM1266978|GSM1267056|GSM1288441|GSM1314049",NA,"Genome sequenced|Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM02520","CVCL_U704","GM-2520; GM 2520; GM2520; GM02520A; HG1289","Finite cell line","NCIt; C2903; Bloom syndrome|ORDO; Orphanet_125; Bloom syndrome","","GSM1316976|GSM1317014",NA,"Transcriptome analysis by microarray|miRNA expression profiling"
"GM02548","CVCL_J657","GM 2548; GM2548; GM2548A; GM02548C; HG1013; HG3002","Finite cell line","NCIt; C2903; Bloom syndrome|ORDO; Orphanet_125; Bloom syndrome","","GSM1316977|GSM1317015",NA,"Transcriptome analysis by microarray|miRNA expression profiling"
"GM02555","CVCL_9W86","","Finite cell line","","","GSM651120|GSM651121|GSM1257700|GSM1266979|GSM1267057|GSM1288442|GSM1314050",NA,"Genome sequenced|Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM02596","CVCL_X269","GM 2596; TRI8 fibroblast","Finite cell line","NCIt; C36396; Trisomy 8|ORDO; Orphanet_98131; Total autosomal trisomy","","GSE123028",NA,"Transcriptome analysis by single cell RNAseq"
"GM02639","CVCL_CY09","GM2639","Finite cell line","","CVCL_CY12 ! GM02675","GSM651170|GSM651171|GSM1266983|GSM1267061",NA,"SNP array analysis"
"GM02640","CVCL_CY10","GM2640","Finite cell line","","CVCL_CY21 ! GM02741","GSM651174|GSM651175|GSM1257673|GSM1266981|GSM1267059|GSM1288443",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM02641","CVCL_CY11","GM2641","Finite cell line","","CVCL_CY28 ! GM03355","GSM651152|GSM651153|GSM1257674|GSM1266982|GSM1267060|GSM1288444",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM02673","CVCL_7361","GM2673","Finite cell line","","","GSM3124655",NA,"Transcriptome analysis by RNAseq"
"GM02674","CVCL_9W90","GM2674; GM 2674; GM02674A; GM2674A; GM 2674A","Finite cell line","","","GSM1316978|GSM1317016",NA,"Transcriptome analysis by microarray|miRNA expression profiling"
"GM02704","CVCL_M928","GM2704","Finite cell line","","CVCL_M929 ! GM02705","GSM1257669|GSM1266984|GSM1267062|GSM1288445",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM02706","CVCL_F067","GM02706A; GM2706","Finite cell line","","CVCL_7362 ! GM02707","GSM1257670|GSM1266985|GSM1267063|GSM1288446",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM02708","CVCL_CY15","GM2708","Finite cell line","","CVCL_CY16 ! GM02709","GSM1266986",NA,"SNP array analysis"
"GM02767","CVCL_V469","GM-2767; GM 2767; GM2767; GM02767C; GM 2767C","Finite cell line","NCIt; C2993; Down syndrome|ORDO; Orphanet_870; Down syndrome","","GSM426281",NA,"Transcriptome analysis by microarray"
"GM02932","CVCL_U705","GM2932; GM 2932; HG46","Finite cell line","NCIt; C2903; Bloom syndrome|ORDO; Orphanet_125; Bloom syndrome","CVCL_U702 ! GM00811","GSM476013|GSM1316979|GSM1317017",NA,"Transcriptome analysis by microarray|miRNA expression profiling"
"GM02948","CVCL_X275","GM 2948; GM02948A","Finite cell line","NCIt; C36529; Trisomy 13|ORDO; Orphanet_3378; Trisomy 13","","GSM799",NA,"CNV analysis"
"GM03071","CVCL_M936","","Finite cell line","NCIt; C157504; Myopathy due to myoadenylate deaminase deficiency|ORDO; Orphanet_45; Adenosine monophosphate deaminase deficiency","CVCL_M937 ! GM03072","GSM1266989",NA,"SNP array analysis"
"GM03073","CVCL_CW72","","Finite cell line","","CVCL_CW73 ! GM03074","GSM1257701|GSM1266988|GSM1267065|GSM1288447",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM03075","CVCL_CW74","","Finite cell line","","CVCL_CW75 ! GM03076","GSM1257702|GSM1266987|GSM1267064|GSM1288448",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"GM03134","CVCL_X103","GM-3134; GM 3134","Finite cell line","","","GSM800",NA,"CNV analysis"
"GM03234","CVCL_9W93","GM3234","Finite cell line","","","GSM3124682",NA,"Transcriptome analysis by RNAseq"
"GM03348","CVCL_7382","GM3348; GM-03348; GM 03348; GM 3348; GM 3348A; GM3348A; GM03348C; GM03348D; GMO3348E; C3448; IMR-3348","Finite cell line","","","GSM1008563|GSM1008568|GSM1008564","ENCBS285AAA|ENCBS558ENC|ENCBS559ENC","Transcriptome analysis by RNAseq"
