"id","accession","synonyms","category","disease","origin","geo","encode","omics"
"HeLa-Luc","CVCL_YA88","","Cancer cell line","NCIt; C27677; Human papillomavirus-related cervical adenocarcinoma","","GSM1178169|GSM1178170",NA,"Transcriptome analysis by microarray"
"HeLa-TFEB","CVCL_C3IN","","Cancer cell line","NCIt; C27677; Human papillomavirus-related cervical adenocarcinoma","","GSM409461|GSM409462|GSM409463",NA,"Transcriptome analysis by microarray"
"HeLa-TFEB-3xFLAG","CVCL_C3IP","","Cancer cell line","NCIt; C27677; Human papillomavirus-related cervical adenocarcinoma","","GSM1881476|GSM1881477|GSM1881478",NA,"Transcriptome analysis by RNAseq|ChIP-seq epigenome analysis"
"HeLaSF","CVCL_1278","HELASF; HeLa Serum Free","Cancer cell line","NCIt; C27677; Human papillomavirus-related cervical adenocarcinoma","","GSM1669876",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"Hep 3B2.1-7","CVCL_0326","Hep 3B2_1-7; Hep 3B 2.1-7; HEP3B217; Hep 3B2; HEP-3B2; HEP3B2; Hep-3B; HEP-3B; Hep 3B; Hep3B; HEP3B","Cancer cell line","NCIt; C7955; Childhood hepatocellular carcinoma|ORDO; Orphanet_33402; Pediatric hepatocellular carcinoma","","GSM207050|GSM501778|GSM565879|GSM887078|GSM888148|GSM936759|GSM1374531|GSM1669879|GSM2551564",NA,"Genome sequenced|Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis|miRNA expression profiling"
"HEp-2","CVCL_1906","Hep-2; HEP-2; Hep2 (HeLa derivative); HEp-2/HeLa; Hep 2; Hep2; HEp2; HEP2; H.Ep.-2; H.Ep. #2; H.Ep. No. 2; Hep II; Human Epidermoid carcinoma #2; Human Epithelioma-2","Cancer cell line","NCIt; C27677; Human papillomavirus-related cervical adenocarcinoma","","GSM1374529|GSM1374530",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Genome sequenced (low read coverage)|Ubiquitination analysis by proteomics"
"Hep-G2","CVCL_0027","HEP-G2; Hep G2; HEP G2; HepG2; HEPG2","Cancer cell line","NCIt; C3728; Hepatoblastoma|ORDO; Orphanet_449; Hepatoblastoma","","GSM207049|GSM472906|GSM472907|GSM481450|GSM501780|GSM565883|GSM733638|GSM733641|GSM733645|GSM733685|GSM733693|GSM733694|GSM733737|GSM733743|GSM733754|GSM733774|GSM736637|GSM736639|GSM749683|GSM749715|GSM749756|GSM782122|GSM798321|GSM803336|GSM803343|GSM803344|GSM803367|GSM803368|GSM803381|GSM803403|GSM803404|GSM803415|GSM803418|GSM803432|GSM803449|GSM803451|GSM803452|GSM803460|GSM803461|GSM803483|GSM803486|GSM803493|GSM803499|GSM803500|GSM803502|GSM803503|GSM803507|GSM803517|GSM803527|GSM803530|GSM816662|GSM822284|GSM822287|GSM822291|GSM887079|GSM888149|GSM923446|GSM935274|GSM935275|GSM935280|GSM935304|GSM935305|GSM935306|GSM935307|GSM935335|GSM935350|GSM935364|GSM935406|GSM935437|GSM935493|GSM935542|GSM935543|GSM935545|GSM935566|GSM935579|GSM935596|GSM935603|GSM935609|GSM935610|GSM935646|GSM935647|GSM935648|GSM935649|GSM935650|GSM936760|GSM945182|GSM945211|GSM945231|GSM945291|GSM1003487|GSM1003519|GSM1010740|GSM1010741|GSM1010777|GSM1010778|GSM1010784|GSM1010787|GSM1010808|GSM1010809|GSM1010810|GSM1010821|GSM1010831|GSM1010865|GSM1010875|GSM1010876|GSM1040305|GSM1040375|GSM1374138|GSM1374139|GSM1374140|GSM1374141|GSM1374142|GSM1374143|GSM1374144|GSM1374145|GSM1374146|GSM1374147|GSM1374148|GSM1374532|GSM1669878|GSM2423739|GSM2423740|GSM2551565","ENCBS002KIX|ENCBS005KKO|ENCBS005NKZ|ENCBS006INV|ENCBS009AVS|ENCBS011BYX|ENCBS011NDE|ENCBS012DTZ|ENCBS013LLU|ENCBS015PAC|ENCBS016WDR|ENCBS017VYZ|ENCBS018BAD|ENCBS018WXY|ENCBS019LAC|ENCBS019QTJ|ENCBS019XED|ENCBS020YDI|ENCBS021UTC|ENCBS023JBH|ENCBS024EHA|ENCBS025AAW|ENCBS030GWA|ENCBS030ZIT|ENCBS033QJG|ENCBS034ENA|ENCBS034PYO|ENCBS035IIS|ENCBS038OUO|ENCBS038ZQB|ENCBS039DPC|ENCBS039XPI|ENCBS040DES|ENCBS040EJF|ENCBS040QBA|ENCBS041GAW|ENCBS042JDA|ENCBS044VWV|ENCBS045GOD|ENCBS045OVM|ENCBS048XFP|ENCBS049KBY|ENCBS049QKG|ENCBS049RJI|ENCBS051IBT|ENCBS053QGR|ENCBS053TZY|ENCBS055KDL|ENCBS056VWP|ENCBS060DQW|ENCBS061GMD|ENCBS061GZI|ENCBS063CQL|ENCBS063KED|ENCBS065LQD|ENCBS066SAB|ENCBS066SXT|ENCBS067QSF|ENCBS068DNA|ENCBS070YKP|ENCBS072JEO|ENCBS074GMS|ENCBS074IZI|ENCBS074PUV|ENCBS074YUC|ENCBS075HYT|ENCBS076HTW|ENCBS077CZP|ENCBS077NMC|ENCBS085GSG|ENCBS085IZZ|ENCBS086PXC|ENCBS086XEN|ENCBS087QWF|ENCBS088KUZ|ENCBS089VZP|ENCBS091JMF|ENCBS093QOO|ENCBS096XGH|ENCBS101LFX|ENCBS101OYY|ENCBS103LSZ|ENCBS104QEK|ENCBS106DQT|ENCBS108PEU|ENCBS109EEN|ENCBS110FVC|ENCBS111IHC|ENCBS113GKP|ENCBS114ENC|ENCBS114MFP|ENCBS116IFC|ENCBS116LNU|ENCBS117BTL|ENCBS118LZR|ENCBS120JBW|ENCBS121IFK|ENCBS121QNT|ENCBS122WEH|ENCBS127GXY|ENCBS129BNW|ENCBS130RRG|ENCBS132XIH|ENCBS133GYV|ENCBS134OGP|ENCBS135IEJ|ENCBS135KID|ENCBS136HQP|ENCBS137REJ|ENCBS138OWD|ENCBS141IFN|ENCBS142FZQ|ENCBS143CPJ|ENCBS143EIV|ENCBS144MRF|ENCBS145HYP|ENCBS145YLE|ENCBS147BEL|ENCBS148AQX|ENCBS148BFZ|ENCBS149ZGY|ENCBS150SBN|ENCBS151OFF|ENCBS152RQC|ENCBS157CAN|ENCBS157PJQ|ENCBS158MMF|ENCBS158NUW|ENCBS164KGU|ENCBS171TJQ|ENCBS172NZN|ENCBS173ACT|ENCBS175ALJ|ENCBS176LHZ|ENCBS178ASF|ENCBS180AZS|ENCBS180QVY|ENCBS180UZG|ENCBS181KHF|ENCBS183QJT|ENCBS192GTP|ENCBS194AMD|ENCBS197XGU|ENCBS199RMB|ENCBS199ZPD|ENCBS200OKV|ENCBS201IDJ|ENCBS202CLF|ENCBS204FOO|ENCBS204QRM|ENCBS205JEO|ENCBS207OWT|ENCBS208CBB|ENCBS210MLW|ENCBS210TEK|ENCBS213GIX|ENCBS217MRJ|ENCBS218GVF|ENCBS218PEV|ENCBS221OJT|ENCBS222ZOM|ENCBS224CAS|ENCBS224IXA|ENCBS224OGG|ENCBS225ERF|ENCBS226JWQ|ENCBS228TBM|ENCBS230TCM|ENCBS231CTX|ENCBS232MEB|ENCBS233NIP|ENCBS236NEP|ENCBS237FEL|ENCBS237TGJ|ENCBS239AGG|ENCBS242YTF|ENCBS243GXZ|ENCBS246HTK|ENCBS248XEV|ENCBS250DDC|ENCBS250EAA|ENCBS250QAH|ENCBS252ZVH|ENCBS253SJT|ENCBS254GTY|ENCBS254RNF|ENCBS257TYR|ENCBS257WFM|ENCBS258IBQ|ENCBS260QIN|ENCBS260UFW|ENCBS261BDP|ENCBS263MSZ|ENCBS266IRW|ENCBS267AEP|ENCBS269MQH|ENCBS269MQV|ENCBS269TMY|ENCBS269UBV|ENCBS270KOG|ENCBS271FCJ|ENCBS271WON|ENCBS272IWF|ENCBS273MKT|ENCBS275NVW|ENCBS280KDG|ENCBS281JZX|ENCBS282XVK|ENCBS285EHM|ENCBS287NGC|ENCBS287RQP|ENCBS289AAB|ENCBS289IAE|ENCBS292XKE|ENCBS294TYB|ENCBS295BTT|ENCBS295NFS|ENCBS296ABO|ENCBS296SQC|ENCBS296VMM|ENCBS297BHJ|ENCBS299YGH|ENCBS300GHC|ENCBS300YFU|ENCBS301IGN|ENCBS301LDQ|ENCBS303VDB|ENCBS306CIA|ENCBS307OQZ|ENCBS308ZPA|ENCBS309MNT|ENCBS310TGK|ENCBS311FWL|ENCBS313GMZ|ENCBS313IHS|ENCBS314VPT|ENCBS315MGA|ENCBS315PDD|ENCBS319FAN|ENCBS321SWI|ENCBS322SEN|ENCBS333JNJ|ENCBS334CNK|ENCBS335TOC|ENCBS336RRO|ENCBS337HXQ|ENCBS337WJM|ENCBS337WWP|ENCBS338VUB|ENCBS339GWD|ENCBS339SIT|ENCBS341ITG|ENCBS342VWN|ENCBS344JWL|ENCBS344VFK|ENCBS346DEZ|ENCBS346EFV|ENCBS349HZS|ENCBS351JCJ|ENCBS352ZNU|ENCBS354HQF|ENCBS354PIF|ENCBS354ZLY|ENCBS356MOV|ENCBS357UNN|ENCBS358XLG|ENCBS362ASG|ENCBS363GXU|ENCBS366VYI|ENCBS367TIL|ENCBS374CKM|ENCBS375JNA|ENCBS380ZOW|ENCBS381BBR|ENCBS385LUB|ENCBS399FDJ|ENCBS399GAF|ENCBS399MFO|ENCBS400CWC|ENCBS401LBP|ENCBS402BUA|ENCBS402VZL|ENCBS403UGF|ENCBS404EOZ|ENCBS405FLI|ENCBS405JBR|ENCBS408JNN|ENCBS408PDS|ENCBS409PKR|ENCBS409RQS|ENCBS413HHW|ENCBS415VLW|ENCBS416UEF|ENCBS416YET|ENCBS421OZB|ENCBS422FYC|ENCBS423OQV|ENCBS423ZZH|ENCBS425BJH|ENCBS425CUD|ENCBS429YJD|ENCBS430PSA|ENCBS431NPJ|ENCBS433CTJ|ENCBS433TIQ|ENCBS433UJJ|ENCBS435MPV|ENCBS435NIB|ENCBS435NSE|ENCBS437FDB|ENCBS437UIO|ENCBS440GZN|ENCBS440MJL|ENCBS441XTP|ENCBS443JPP|ENCBS444MVG|ENCBS444QIJ|ENCBS446KHP|ENCBS447JNO|ENCBS449AIA|ENCBS449LCQ|ENCBS453TYZ|ENCBS455OVD|ENCBS456NEZ|ENCBS458WEZ|ENCBS463HNE|ENCBS464VEI|ENCBS465DEI|ENCBS466PDL|ENCBS466ZIX|ENCBS467HWM|ENCBS467XVF|ENCBS470TSC|ENCBS470XDJ|ENCBS471DUZ|ENCBS471EIZ|ENCBS472BZM|ENCBS474AND|ENCBS475AHQ|ENCBS476TPW|ENCBS479IBT|ENCBS479RLA|ENCBS481IVE|ENCBS483WGW|ENCBS484TBT|ENCBS485OKN|ENCBS486CUL|ENCBS486YWI|ENCBS487KTY|ENCBS487SZV|ENCBS488HLS|ENCBS488UTE|ENCBS489ZQI|ENCBS491TZK|ENCBS492SDY|ENCBS495SHD|ENCBS497AGN|ENCBS501AJE|ENCBS501FGJ|ENCBS502APU|ENCBS502FPQ|ENCBS503ZYE|ENCBS504IUW|ENCBS504VHS|ENCBS505LMC|ENCBS506FKT|ENCBS508YFO|ENCBS510FFO|ENCBS511ZQV|ENCBS515IJA|ENCBS515KFV|ENCBS516TKV|ENCBS520MGH|ENCBS522AAA|ENCBS523AAA|ENCBS524YUI|ENCBS525TLA|ENCBS530ENF|ENCBS530LIV|ENCBS530VUT|ENCBS531RMF|ENCBS533IVT|ENCBS537ADD|ENCBS540JSU|ENCBS540MOP|ENCBS541YFT|ENCBS542DRS|ENCBS542YDW|ENCBS544ETZ|ENCBS544WQP|ENCBS546FZO|ENCBS547FPL|ENCBS547JWV|ENCBS548DDM|ENCBS548DJV|ENCBS550FNB|ENCBS550RQC|ENCBS551CUU|ENCBS551DVZ|ENCBS551QFT|ENCBS553PEJ|ENCBS554TEZ|ENCBS555BYF|ENCBS555IZN|ENCBS556YSM|ENCBS557NDG|ENCBS560TQP|ENCBS561LQQ|ENCBS562WFV|ENCBS571XTM|ENCBS573EMA|ENCBS573OLZ|ENCBS574ZRE|ENCBS575HTN|ENCBS575NGC|ENCBS576NFP|ENCBS577XCP|ENCBS579HCA|ENCBS581BGT|ENCBS581REI|ENCBS582KNJ|ENCBS582REX|ENCBS590WTW|ENCBS591PPP|ENCBS595FPT|ENCBS598VSF|ENCBS599QJL|ENCBS600ITX|ENCBS604BAZ|ENCBS607IVB|ENCBS608AFV|ENCBS608OON|ENCBS610IGG|ENCBS610UML|ENCBS611LWG|ENCBS611PFD|ENCBS611WLI|ENCBS612GBT|ENCBS614CMA|ENCBS619EOB|ENCBS619OWS|ENCBS621TAB|ENCBS623BZF|ENCBS623OHX|ENCBS623YQT|ENCBS624DUS|ENCBS624MLL|ENCBS626BOT|ENCBS628IQK|ENCBS628MMK|ENCBS628ONB|ENCBS632SNG|ENCBS634THO|ENCBS635NSH|ENCBS636ANV|ENCBS637UJM|ENCBS638AAA|ENCBS638ASL|ENCBS638MWB|ENCBS641AVI|ENCBS644PWW|ENCBS644SVK|ENCBS645YGY|ENCBS646RDV|ENCBS648DPW|ENCBS650CRD|ENCBS650SLE|ENCBS654ERN|ENCBS656AXT|ENCBS662HXP|ENCBS662TZZ|ENCBS664KGZ|ENCBS664MRR|ENCBS665IBY|ENCBS665LZL|ENCBS667BFL|ENCBS667GKM|ENCBS668RFG|ENCBS669DWT|ENCBS670FFG|ENCBS671AAA|ENCBS671WOF|ENCBS672AAA|ENCBS672UJA|ENCBS673AAA|ENCBS673ABW|ENCBS674AAA|ENCBS675AAA|ENCBS676AAA|ENCBS680YLF|ENCBS684ULB|ENCBS686ZOG|ENCBS689DEE|ENCBS690KCY|ENCBS692AEI|ENCBS692BSS|ENCBS692HLB|ENCBS694IAG|ENCBS696KRJ|ENCBS696RMN|ENCBS697FZF|ENCBS697NJJ|ENCBS699OCX|ENCBS702HBU|ENCBS702PRB|ENCBS704AVG|ENCBS704TEF|ENCBS704YEM|ENCBS705HMQ|ENCBS705NHL|ENCBS706BWK|ENCBS712AAA|ENCBS713BFI|ENCBS713IGS|ENCBS714CLI|ENCBS715MWV|ENCBS715WYI|ENCBS716VBH|ENCBS716YFX|ENCBS717MSF|ENCBS717QJM|ENCBS718VVA|ENCBS719JYV|ENCBS719OUD|ENCBS720SBS|ENCBS721RXI|ENCBS722LIJ|ENCBS722TNF|ENCBS727GLB|ENCBS727VRH|ENCBS729TZG|ENCBS730DQI|ENCBS731WFK|ENCBS732KTS|ENCBS732PJR|ENCBS734JXY|ENCBS734KAG|ENCBS738ADY|ENCBS739HLB|ENCBS739PTC|ENCBS740FAU|ENCBS740NNE|ENCBS740QWK|ENCBS741AAA|ENCBS741RGH|ENCBS741YEQ|ENCBS742AAA|ENCBS742SWZ|ENCBS743AAA|ENCBS743JKX|ENCBS743RUU|ENCBS743ZMW|ENCBS744AAA|ENCBS745AAA|ENCBS745AQT|ENCBS745UGC|ENCBS746AAA|ENCBS747KOI|ENCBS747MTP|ENCBS748YQE|ENCBS749JUQ|ENCBS751GYX|ENCBS751KWS|ENCBS753KCK|ENCBS754KRB|ENCBS755JGR|ENCBS755NZH|ENCBS756FJO|ENCBS757QFO|ENCBS760ISV|ENCBS762HAX|ENCBS763BBP|ENCBS765FVI|ENCBS767KUR|ENCBS767MPH|ENCBS767YCA|ENCBS768GCL|ENCBS768ZGL|ENCBS771QGO|ENCBS773AAA|ENCBS773GMP|ENCBS774QLP|ENCBS775MDU|ENCBS775NGD|ENCBS775RGP|ENCBS777STD|ENCBS777UEV|ENCBS777VZC|ENCBS778JAH|ENCBS778LCM|ENCBS779XEH|ENCBS780BKX|ENCBS780HTG|ENCBS781AWJ|ENCBS781BOJ|ENCBS781RAA|ENCBS782BXQ|ENCBS783AYY|ENCBS783PVI|ENCBS783YSP|ENCBS786WUO|ENCBS787BXG|ENCBS787RAZ|ENCBS789ZNN|ENCBS791ETZ|ENCBS791FZV|ENCBS793GXQ|ENCBS798HNT|ENCBS798MOH|ENCBS798PZJ|ENCBS799LNH|ENCBS799SQC|ENCBS800QIW|ENCBS803IPJ|ENCBS803ZJJ|ENCBS805PXD|ENCBS805UZF|ENCBS806AAA|ENCBS807AAA|ENCBS808XDL|ENCBS809KDQ|ENCBS810BDN|ENCBS810JOY|ENCBS811GQK|ENCBS811PND|ENCBS813FSC|ENCBS814VTY|ENCBS815MFP|ENCBS816PYX|ENCBS817DXX|ENCBS817KQF|ENCBS817NZJ|ENCBS818CDN|ENCBS821ETN|ENCBS821PLV|ENCBS824AAA|ENCBS824QCP|ENCBS825AAA|ENCBS826AAA|ENCBS827QKB|ENCBS832ULV|ENCBS835AAA|ENCBS835EOX|ENCBS835UPQ|ENCBS836AAA|ENCBS836LJE|ENCBS837AAA|ENCBS837YEZ|ENCBS838SRU|ENCBS839SGI|ENCBS840QTY|ENCBS842MLZ|ENCBS844EBE|ENCBS845QPP|ENCBS847PBZ|ENCBS848AAA|ENCBS849AAA|ENCBS849LND|ENCBS850PLY|ENCBS851ZNE|ENCBS853NQW|ENCBS854HTL|ENCBS856GWK|ENCBS856PWK|ENCBS857THE|ENCBS858AAA|ENCBS859AAA|ENCBS859FFE|ENCBS859RAZ|ENCBS860AAA|ENCBS861HMN|ENCBS862LXP|ENCBS863WKZ|ENCBS864WAF|ENCBS864XFG|ENCBS865ZOH|ENCBS866LUZ|ENCBS868JIC|ENCBS869GQP|ENCBS869WAH|ENCBS870TBE|ENCBS872AMP|ENCBS872GDG|ENCBS873PJJ|ENCBS875LKB|ENCBS877GRH|ENCBS877WFF|ENCBS879GXJ|ENCBS879MRD|ENCBS881CIF|ENCBS882YXM|ENCBS883DWI|ENCBS885FSX|ENCBS885JQS|ENCBS885ORM|ENCBS887RIJ|ENCBS889CYZ|ENCBS890WPB|ENCBS892VZB|ENCBS895EOS|ENCBS895HRB|ENCBS896YYX|ENCBS897BFW|ENCBS897HQV|ENCBS899ZNE|ENCBS900XSC|ENCBS901YOY|ENCBS902IAH|ENCBS904EKE|ENCBS905ULQ|ENCBS907KSW|ENCBS909PJP|ENCBS910PZQ|ENCBS910ZFQ|ENCBS912TCF|ENCBS913KLP|ENCBS914FGT|ENCBS918RGX|ENCBS923MFQ|ENCBS924KDO|ENCBS924WYL|ENCBS926EJR|ENCBS927AKA|ENCBS928CHW|ENCBS930FIG|ENCBS931EXY|ENCBS931SHZ|ENCBS935XAF|ENCBS937BJO|ENCBS937LVM|ENCBS939AYV|ENCBS943ASZ|ENCBS945FES|ENCBS948WDK|ENCBS949DPY|ENCBS949YDI|ENCBS950MSQ|ENCBS950TLN|ENCBS955ZHF|ENCBS956FFN|ENCBS957WYL|ENCBS959DVN|ENCBS961ZJH|ENCBS962POD|ENCBS966ODK|ENCBS967NRV|ENCBS967UNG|ENCBS967WNR|ENCBS970EPG|ENCBS974ELC|ENCBS976OQX|ENCBS976TOE|ENCBS976ZOG|ENCBS978CGB|ENCBS982JDZ|ENCBS983ECZ|ENCBS983UEI|ENCBS983YXQ|ENCBS984EPA|ENCBS985FRY|ENCBS985WFY|ENCBS985WNX|ENCBS987BVJ|ENCBS987KVB|ENCBS989AFC|ENCBS990SBY|ENCBS991MPK|ENCBS992ZRR|ENCBS994RVB|ENCBS994TMS|ENCBS994VIY|ENCBS995NXW|ENCBS995WFW|ENCBS998QYV","Genome sequenced|Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|H3K9ac ChIP-seq epigenome analysis|H3K4me3 ChIP-seq epigenome analysis|Deep proteome analysis|DNA methylation analysis|H3K27ac ChIP-seq epigenome analysis|H3K4me1 ChIP-seq epigenome analysis|H3K27me3 ChIP-seq epigenome analysis|H3K36me3 ChIP-seq epigenome analysis|H3K9me3 ChIP-seq epigenome analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis|CTCF ChIP-seq epigenome analysis|miRNA expression profiling|H3K79me2 ChIP-seq epigenome analysis|Metabolome analysis|Deep phosphoproteome analysis|Secretome proteome analysis|Deep antibody staining analysis|Virome analysis using proteomics|H3K4me2 ChIP-seq epigenome analysis|H4K20me1 ChIP-seq epigenome analysis"
"Hep-G2-THRA","CVCL_C3G9","TRalpha1-WT","Cancer cell line","NCIt; C3728; Hepatoblastoma|ORDO; Orphanet_449; Hepatoblastoma","","GSM721654|GSM721655|GSM721656|GSM721657|GSM721658|GSM721659",NA,"Transcriptome analysis by microarray"
"Hep-G2-THRA MUT p.I116N;A225T;M388I","CVCL_C3GA","HepG2 RCCC-THRA mutant 6; rc6-TRalpha1","Cancer cell line","NCIt; C3728; Hepatoblastoma|ORDO; Orphanet_449; Hepatoblastoma","","GSM721672|GSM721673|GSM721674|GSM721675|GSM721676|GSM721677",NA,"Transcriptome analysis by microarray"
"Hep-G2-THRA MUT p.K74E;A264V","CVCL_C3GB","HepG2 HCC-THRA mutant I; TRalpha1-I; hcI-TRalpha1","Cancer cell line","NCIt; C3728; Hepatoblastoma|ORDO; Orphanet_449; Hepatoblastoma","","GSM721666|GSM721667|GSM721668|GSM721669|GSM721670|GSM721671",NA,"Transcriptome analysis by microarray"
"Hep-G2-THRB","CVCL_C3GC","TRbeta1-WT","Cancer cell line","NCIt; C3728; Hepatoblastoma|ORDO; Orphanet_449; Hepatoblastoma","","GSM721660|GSM721661|GSM721662|GSM721663|GSM721664|GSM721665",NA,"Transcriptome analysis by microarray"
"Hep-G2-THRB MUT p.K113N;T329P","CVCL_C3GD","HepG2 HCC-THRB mutant N; TRbeta1-N; hcN-TRbeta1","Cancer cell line","NCIt; C3728; Hepatoblastoma|ORDO; Orphanet_449; Hepatoblastoma","","GSM721678|GSM721679|GSM721680|GSM721681|GSM721682|GSM721683",NA,"Transcriptome analysis by microarray"
"Hep-G2-THRB MUT p.K155E;K411E","CVCL_C3GE","HepG2 RCCC-THRB mutant 15; rc15-TRbeta1","Cancer cell line","NCIt; C3728; Hepatoblastoma|ORDO; Orphanet_449; Hepatoblastoma","","GSM721684|GSM721685|GSM721686|GSM721687|GSM721688|GSM721689",NA,"Transcriptome analysis by microarray"
"Hep-G2/BGAL","CVCL_EQ66","","Cancer cell line","NCIt; C3728; Hepatoblastoma|ORDO; Orphanet_449; Hepatoblastoma","","GSM138625|GSM138626|GSM138627",NA,"Transcriptome analysis by microarray"
"Hep-G2/C3A","CVCL_1098","HepG2/C3A; Hep G2/C3A; C3A","Cancer cell line","NCIt; C3728; Hepatoblastoma|ORDO; Orphanet_449; Hepatoblastoma","","GSM886899|GSM887964|GSM1669638",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"Hep-G2/PGC-1alpha 2x9 mutant","CVCL_EQ63","","Cancer cell line","NCIt; C3728; Hepatoblastoma|ORDO; Orphanet_449; Hepatoblastoma","","GSM138622|GSM138623|GSM138624",NA,"Transcriptome analysis by microarray"
"Hep-G2/PGC-1alpha L2L3 mutant","CVCL_EQ64","","Cancer cell line","NCIt; C3728; Hepatoblastoma|ORDO; Orphanet_449; Hepatoblastoma","","GSM138628|GSM138629|GSM138630",NA,"Transcriptome analysis by microarray"
"Hep-G2/PGC-1alpha wt","CVCL_EQ65","","Cancer cell line","NCIt; C3728; Hepatoblastoma|ORDO; Orphanet_449; Hepatoblastoma","","GSM138631|GSM138632|GSM138633",NA,"Transcriptome analysis by microarray"
"Hep3BLAP-I","CVCL_DI39","Hep3BLAP; Hep3B-LAP","Cancer cell line","NCIt; C7955; Childhood hepatocellular carcinoma|ORDO; Orphanet_33402; Pediatric hepatocellular carcinoma","","GSM311409|GSM311410|GSM311411|GSM311412|GSM311413|GSM311414|GSM311415|GSM311416|GSM311417|GSM311418|GSM375464|GSM375465|GSM375466",NA,"Transcriptome analysis by microarray"
"Hep3BLIP-I","CVCL_DI41","Hep3BLIP; Hep3B-LIP","Cancer cell line","NCIt; C7955; Childhood hepatocellular carcinoma|ORDO; Orphanet_33402; Pediatric hepatocellular carcinoma","","GSM311419|GSM311420|GSM311421|GSM311422|GSM311423|GSM311424|GSM311425|GSM311426|GSM311427|GSM311428",NA,NA
"HEY","CVCL_0297","Hey","Cancer cell line","NCIt; C105555; High grade ovarian serous adenocarcinoma","","GSM659377|GSM1340581|GSM1669880",NA,"Genome sequenced|Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|CRISPR phenotypic screen|Deep exome analysis|DNA methylation analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis"
"HEY A8","CVCL_8878","HEY-A8; Hey-A8; Hey A8; HEYA8; HeyA8; Heya8","Cancer cell line","NCIt; C105555; High grade ovarian serous adenocarcinoma","","GSM851918|GSM887080|GSM888150",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|Deep proteome analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis|shRNA library screening"
"HEY C2","CVCL_X009","HEY-C2; Hey-C2; Hey C2; HEYC2; HeyC2","Cancer cell line","NCIt; C105555; High grade ovarian serous adenocarcinoma","","GSM659378|GSM1340582",NA,"Transcriptome analysis by microarray|Protein expression by reverse-phase protein arrays"
"HG23","CVCL_RW46","","Cancer cell line","NCIt; C7956; Adult hepatocellular carcinoma|ORDO; Orphanet_210159; Adult hepatocellular carcinoma","","GSM388886|GSM388887|GSM388888",NA,NA
"HGC-25","CVCL_C827","HGC 25","Cancer cell line","NCIt; C9120; Pancreatic ductal adenocarcinoma","","GSM784700",NA,NA
"HGC-27","CVCL_1279","HGC 27; HGC27","Cancer cell line","NCIt; C4911; Gastric carcinoma","","GSM552358|GSM827366|GSM844558|GSM887081|GSM888151|GSM1374533|GSM1374534|GSM1669881",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CRISPR phenotypic screen|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"HH [Human lymphoma]","CVCL_1280","","Cancer cell line","NCIt; C3467; Primary cutaneous T-cell non-Hodgkin lymphoma|ORDO; Orphanet_171901; Primary cutaneous T-cell lymphoma","","GSM887082|GSM888152|GSM1669882",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis|Virome analysis using RNAseq"
"HH-B2","CVCL_DF85","HHB2","Cancer cell line","NCIt; C6915; Primary effusion lymphoma|ORDO; Orphanet_48686; Primary effusion lymphoma","","GSM634738",NA,"Array-based CGH"
"HKh-2","CVCL_9797","HKH-2; HKH2; Hkh2","Cancer cell line","NCIt; C4910; Colon carcinoma","","GSM3591763",NA,"Transcriptome analysis by RNAseq"
"HKh-2_6244R","CVCL_C3GJ","HKH2_6244R","Cancer cell line","NCIt; C4910; Colon carcinoma","","GSM3591764",NA,"Transcriptome analysis by RNAseq"
